ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
438,Aldo-keto reductase family 1 member C4,AKR1C4,4261710,S68287,P17516,AK1C4_HUMAN,2FVL,,AKR1C4,HGNC:387,Humans,DB06077
747,Aldose reductase,AKR1B1,178487,J04795,P15121,ALDR_HUMAN,1ABN; 1ADS; 1AZ1; 1AZ2; 1EF3; 1EL3; 1IEI; 1MAR; 1PWL; 1PWM; 1T40; 1T41; 1US0; 1X96; 1X97; 1X98; 1XGD; 1Z3N; 1Z89; 1Z8A; 2ACQ; 2ACR; 2ACS; 2ACU; 2AGT; 2DUX; 2DUZ; 2DV0; 2F2K; 2FZ8; 2FZ9; 2FZB; 2FZD; 2HV5; 2HVN; 2HVO; 2I16; 2I17; 2IKG; 2IKH; 2IKI; 2IKJ; 2INE; 2INZ; 2IPW; 2IQ0; 2IQD; 2IS7; 2ISF; 2J8T; 2NVC; 2NVD; 2PD5; 2PD9; 2PDB; 2PDC; 2PDF; 2PDG; 2PDH; 2PDI; 2PDJ; 2PDK; 2PDL; 2PDM; 2PDN; 2PDP; 2PDQ; 2PDU; 2PDW; 2PDX; 2PDY; 2PEV; 2PF8; 2PFH; 2PZN; 2QXW; 2R24; 3BCJ; 3DN5; 3G5E; 3GHR; 3GHS; 3GHT; 3GHU; 3LBO; 3LD5; 3LEN; 3LEP; 3LQG; 3LQL; 3LZ3; 3LZ5; 3M0I; 3M4H; 3M64; 3MB9; 3MC5; 3ONB; 3ONC; 3P2V; 3Q65; 3Q67; 3RX2; 3RX3; 3RX4; 3S3G; 3T42; 3U2C; 3V35; 3V36; 4GCA; 4GQ0; 4IGS; 4JIR; 4LAU; 4LAZ; 4LB3; 4LB4; 4LBR; 4LBS; 4NKC; 4PR4; 4PRR; 4PRT; 4PUU; 4PUW; 4Q7B; 4QBX; 4QR6; 4QX4; 4QXI; 4RPQ; 4XZH; 4XZI,,AKR1B1,HGNC:381,Humans,DB06077
9990,Nucleotide triphosphate diphosphatase NUDT15,NUDT15,,,Q9NV35,NUD15_HUMAN,5BON; 5LPG,,,HGNC:23063,Humans,DB00993
10105,Type I iodothyronine deiodinase,DIO1,,,P49895,IOD1_HUMAN,,,,HGNC:2883,Humans,DB09100
10108,Type II iodothyronine deiodinase,DIO2,,,Q92813,IOD2_HUMAN,,,,HGNC:2884,Humans,DB09100
10114,Hepcidin,HAMP,,,P81172,HEPC_HUMAN,1M4E; 1M4F; 2KEF; 3H0T; 4QAE,,,HGNC:15598,Humans,DB13257
10117,Cytochrome b reductase 1,CYBRD1,,,Q53TN4,CYBR1_HUMAN,5ZLE; 5ZLG,,,HGNC:20797,Humans,DB13257; DB14520
10137,Very long-chain acyl-CoA synthetase,SLC27A2,,,O14975,S27A2_HUMAN,,,,HGNC:10996,Humans,DB11936
10158,Ectonucleoside triphosphate diphosphohydrolase 5,ENTPD5,,,O75356,ENTP5_HUMAN,,,,HGNC:3367,Humans,DB00152
10161,Thiamine-triphosphatase,THTPA,,,Q9BU02,THTPA_HUMAN,3BHD; 3TVL,,,HGNC:18987,Humans,DB00152
60,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,190786,M24486,P13674,P4HA1_HUMAN,1TJC; 2V5F; 2YQ8; 4BT8; 4BT9; 4BTA; 4BTB,,P4HA1,HGNC:8546,Humans,DB00139
2253,Prolyl 4-hydroxylase subunit alpha-2,P4HA2,2439985,U90441,O15460,P4HA2_HUMAN,"",,P4HA2,HGNC:8547,Humans,DB00139
10415,Carboxypeptidase A6,CPA6,,,Q8N4T0,CBPA6_HUMAN,,,,HGNC:17245,Humans,DB12668
2281,Glutathione S-transferase A1,GSTA1,306809,M15872,P08263,GSTA1_HUMAN,1GSD; 1GSE; 1GSF; 1GUH; 1K3L; 1K3O; 1K3Y; 1LBK; 1PKW; 1PKZ; 1PL1; 1PL2; 1USB; 1XWG; 1YDK; 2R3X; 2R6K; 3I69; 3I6A; 3IK9; 3KTL; 3L0H; 3Q74; 3U6V; 3ZFB; 3ZFL; 4HJ2,,GSTA1,HGNC:4626,Humans,DB00291; DB00321
2189,Glutathione S-transferase A2,GSTA2,306811,M16594,P09210,GSTA2_HUMAN,1AGS; 2VCT; 2WJU; 4ACS,,GSTA2,HGNC:4627,Humans,DB00291; DB00321
807,Glutathione S-transferase Mu 1,GSTM1,31924,X08020,P09488,GSTM1_HUMAN,1GTU; 1XW6; 1XWK; 1YJ6; 2F3M,,GSTM1,HGNC:4632,Humans,DB00291; DB00321
1189,Glutathione S-transferase Mu 2,GSTM2,183301,M63509,P28161,GSTM2_HUMAN,1HNA; 1HNB; 1HNC; 1XW5; 1YKC; 2AB6; 2C4J; 2GTU; 3GTU; 3GUR,,GSTM2,HGNC:4634,Humans,DB00291; DB00321
810,Glutathione S-transferase Mu 3,GSTM3,306820,J05459,P21266,GSTM3_HUMAN,3GTU,,GSTM3,HGNC:4635,Humans,DB00291; DB00321
812,Glutathione S-transferase Mu 4,GSTM4,306819,M96234,Q03013,GSTM4_HUMAN,4GTU,,GSTM4,HGNC:4636,Humans,DB00291; DB00321
2285,Glutathione S-transferase Mu 5,GSTM5,468260,L02321,P46439,GSTM5_HUMAN,"",,GSTM5,HGNC:4637,Humans,DB00291; DB00321
814,Glutathione S-transferase P,GSTP1,31946,M24485,P09211,GSTP1_HUMAN,10GS; 11GS; 12GS; 13GS; 14GS; 16GS; 17GS; 18GS; 19GS; 1AQV; 1AQW; 1AQX; 1EOG; 1EOH; 1GSS; 1KBN; 1LBK; 1MD3; 1MD4; 1PGT; 1PX6; 1PX7; 1ZGN; 20GS; 22GS; 2A2R; 2A2S; 2GSS; 2J9H; 2PGT; 3CSH; 3CSI; 3CSJ; 3DD3; 3DGQ; 3GSS; 3GUS; 3HJM; 3HJO; 3HKR; 3IE3; 3KM6; 3KMN; 3KMO; 3N9J; 3PGT; 4GSS; 4PGT; 5GSS; 6GSS; 7GSS; 8GSS; 9GSS,,GSTP1,HGNC:4638,Humans,DB00291; DB00321
818,Glutathione S-transferase theta-1,GSTT1,510905,X79389,P30711,GSTT1_HUMAN,2C3N; 2C3Q; 2C3T,,GSTT1,HGNC:4641,Humans,DB00291; DB00321
4541,Glutathione S-transferase theta-2,GSTT2,,,P0CG29,GST2_HUMAN,4MPF,,,HGNC:4642,Humans,DB00291; DB00321
10433,Glutathione S-transferase theta-2B,GSTT2B,,,P0CG30,GSTT2_HUMAN,1LJR; 2LJR; 3LJR; 4MPG,,,HGNC:33437,Humans,DB00291; DB00321
1167,Hematopoietic prostaglandin D synthase,HPGDS,3046817,D82073,O60760,HPGDS_HUMAN,1IYH; 1IYI; 1V40; 2CVD; 2VCQ; 2VCW; 2VCX; 2VCZ; 2VD0; 2VD1; 3EE2; 3KXO; 3VI5; 3VI7; 4EC0; 4EDY; 4EDZ; 4EE0; 5AIS; 5AIV; 5AIX,,,HGNC:17890,Humans,DB00291; DB00321
10451,"Cytochrome P450 2C12, female-specific",Cyp2c12,,,P11510,CP2CC_RAT,,,,,Rat,DB15093
10508,Leucyl-cystinyl aminopeptidase,LNPEP,,,Q9UIQ6,LCAP_HUMAN,4P8Q; 4PJ6; 4Z7I; 5C97; 5JHQ; 5MJ6,,,HGNC:6656,Humans,DB00107
10533,Cell surface hyaluronidase,CEMIP2,,,Q9UHN6,CEIP2_HUMAN,,,,HGNC:11869,Humans,DB08818
10553,Hyaluronidase PH-20,SPAM1,,,P38567,HYALP_HUMAN,,,,HGNC:11217,Humans,DB08818
10543,Hyaluronidase-1,HYAL1,,,Q12794,HYAL1_HUMAN,2PE4,,,HGNC:5320,Humans,DB08818
10548,Hyaluronidase-2,HYAL2,,,Q12891,HYAL2_HUMAN,,,,HGNC:5321,Humans,DB08818
10538,Hyaluronidase-3,HYAL3,,,O43820,HYAL3_HUMAN,,,,HGNC:5322,Humans,DB08818
10558,Hyaluronidase-4,HYAL4,,,Q2M3T9,HYAL4_HUMAN,,,,HGNC:5323,Humans,DB08818
10579,Cytochrome P450 4F3,CYP4F3,,,Q08477,CP4F3_HUMAN,,,,HGNC:2646,Humans,DB12016
10610,UbiA prenyltransferase domain-containing protein 1,UBIAD1,,,Q9Y5Z9,UBIA1_HUMAN,,,,HGNC:30791,Humans,DB01022
17,Prostaglandin G/H synthase 1,PTGS1,387018,M31822,P23219,PGH1_HUMAN,"",,PTGS1,HGNC:9604,Humans,DB13514
262,Prostaglandin G/H synthase 2,PTGS2,291988,L15326,P35354,PGH2_HUMAN,1V0X,,PTGS2,HGNC:9605,Humans,DB13514
10709,Arylacetamide deacetylase,AADAC,,,P22760,AAAD_HUMAN,,,,HGNC:17,Humans,DB16349
10972,Cytochrome P450 7B1,CYP7B1,,,O75881,CP7B1_HUMAN,,,,HGNC:2652,Humans,DB01530
11143,Cytochrome P450 7A1,CYP7A1,,,P22680,CP7A1_HUMAN,3DAX; 3SN5; 3V8D,,,HGNC:2651,Humans,DB05667
11150,Carboxypeptidase G2,cpg2,,,P06621,CBPG_PSES6,1CG2; 6XJ5; 7M6U,,,,Pseudomonas sp. (strain RS-16),DB00563
11207,Thiosulfate:glutathione sulfurtransferase,TSTD1,,,Q8NFU3,TSTD1_HUMAN,6BEV,,,HGNC:35410,Humans,DB09499
